date,auteur_com,source,commentaire,poste,date_post,auteur
28-05-2025,Appolinaire Tovi,OLBCI,Attention aux réseaux sociaux !,svp comment transferer son argent de la sgci via djamo svp montrez moi certains disent que ce st possible svp je suis fatigue de faire rang sur un seul guichet chaque fin du mois,28-05-2025,Noel Pichichi
28-05-2025,De Sangolobê Adams Coulibaly,OLBCI,E le fait tout le temps je viens de le faire meme,svp comment transferer son argent de la sgci via djamo svp montrez moi certains disent que ce st possible svp je suis fatigue de faire rang sur un seul guichet chaque fin du mois,28-05-2025,Noel Pichichi
04-06-2025,ActivitésMusicales Sur Korhogo LotusMusical,OLBCI,C'est comme un virement d'un compte bancaire à un autre.,svp comment transferer son argent de la sgci via djamo svp montrez moi certains disent que ce st possible svp je suis fatigue de faire rang sur un seul guichet chaque fin du mois,28-05-2025,Noel Pichichi
04-06-2025,Anatole Kpan,OLBCI,Je ne prendrai jamais ce risque ! Jamais ! Faire le rang est mieux !,svp comment transferer son argent de la sgci via djamo svp montrez moi certains disent que ce st possible svp je suis fatigue de faire rang sur un seul guichet chaque fin du mois,28-05-2025,Noel Pichichi
04-06-2025,Kouadio Nollane Meschack,OLBCI,Tu peux aussi faire retrait déplacé dans un autre DAB.,svp comment transferer son argent de la sgci via djamo svp montrez moi certains disent que ce st possible svp je suis fatigue de faire rang sur un seul guichet chaque fin du mois,28-05-2025,Noel Pichichi
28-05-2025,Bah Dez de Dezon,OLBCI,Pour faire plus simple il faut retirer l'argent de la SGCI et le déposer sur votre compte Djamo après vous générez votre rib que vous remettez à votre service ressources humaines ou à la solde pour les fonctionnaires. Assurez vous de le faire en début de mois pour une prise en compte à la fin du mois en cours.,svp comment transferer son argent de la sgci via djamo svp montrez moi certains disent que ce st possible svp je suis fatigue de faire rang sur un seul guichet chaque fin du mois,28-05-2025,Noel Pichichi
04-06-2025,Attoh Walah,OLBCI,"Les frais sont assez élevés. 5000 F comme frais prélevés pour 100 000 F. Il faut aller dans l'application Djamo, et faire ""Déposer de l'argent"", et cliquer sur ""Avec une carte bancaire ivoirienne"".",svp comment transferer son argent de la sgci via djamo svp montrez moi certains disent que ce st possible svp je suis fatigue de faire rang sur un seul guichet chaque fin du mois,28-05-2025,Noel Pichichi
04-06-2025,Ibrahima Kaloga,OLBCI,Sgbci on dirait une banque des vieux.,svp comment transferer son argent de la sgci via djamo svp montrez moi certains disent que ce st possible svp je suis fatigue de faire rang sur un seul guichet chaque fin du mois,28-05-2025,Noel Pichichi
05-11-2024,Nouhou Abdoulaye Toure,OLBCI,"Soro Soro
Tu vois ta gamme non je dis de venir prendre les vrais et lourds plaques mais mais",quelle est la duree du traitement des dossiers d un pret actuellement a la sgci,29-04-2025,Soro Soro
05-11-2024,Jean-jacques Lignon,OLBCI,Les banques gagneraient à accorder les prêts dès que le dossier demandé contient tous les documents exigés. C'est parce que le client se trouve dans une situation d'extrême urgence qu'il va vers elles pour résoudre la situation si tôt.,quelle est la duree du traitement des dossiers d un pret actuellement a la sgci,29-04-2025,Soro Soro
05-11-2024,Marcelle Ballou Epse Amian,OLBCI,Normalement c'est deux semaines après le dépôt des dossiers,quelle est la duree du traitement des dossiers d un pret actuellement a la sgci,29-04-2025,Soro Soro
05-11-2024,Karidja Sangare,OLBCI,2 semaines après dépôt des dossiers,quelle est la duree du traitement des dossiers d un pret actuellement a la sgci,29-04-2025,Soro Soro
05-11-2024,Annick Negui,OLBCI,Pour sib est combien de temps svp,quelle est la duree du traitement des dossiers d un pret actuellement a la sgci,29-04-2025,Soro Soro
05-11-2024,Venance Kouakou,OLBCI,Entre 11 et 21 jours. Pour le fonctionnaire excède rarement deux semaines lorsqu'il n'y a pas de soucis dans le dossier.,quelle est la duree du traitement des dossiers d un pret actuellement a la sgci,29-04-2025,Soro Soro
05-11-2024,Sery Bada,OLBCI,Trois mois,quelle est la duree du traitement des dossiers d un pret actuellement a la sgci,29-04-2025,Soro Soro
05-11-2024,Dase Spipole,OLBCI,Besoin d'un conseiller SGCI,quelle est la duree du traitement des dossiers d un pret actuellement a la sgci,29-04-2025,Soro Soro
05-11-2024,Abondance De Grâce,OLBCI,Deux semaines,quelle est la duree du traitement des dossiers d un pret actuellement a la sgci,29-04-2025,Soro Soro
05-11-2024,Kouakou Guillaume Yao,OLBCI,Actuellement c'est au moins deux semaines,quelle est la duree du traitement des dossiers d un pret actuellement a la sgci,29-04-2025,Soro Soro
05-11-2024,Alexandre Dinan,OLBCI,Deux semaines,quelle est la duree du traitement des dossiers d un pret actuellement a la sgci,29-04-2025,Soro Soro
05-11-2024,Evline Karidioula,OLBCI,Deux semaines maxi,quelle est la duree du traitement des dossiers d un pret actuellement a la sgci,29-04-2025,Soro Soro
05-11-2024,Coulibaly Rokia,OLBCI,Deux semaines,quelle est la duree du traitement des dossiers d un pret actuellement a la sgci,29-04-2025,Soro Soro
05-11-2024,Olivier Kouakou,OLBCI,Il faut avoir le moral,quelle est la duree du traitement des dossiers d un pret actuellement a la sgci,29-04-2025,Soro Soro
05-11-2024,Gervais Billy Billy,OLBCI,Va à Mucrefci,quelle est la duree du traitement des dossiers d un pret actuellement a la sgci,29-04-2025,Soro Soro
05-11-2024,Aboubakar Doumbia,OLBCI,Deux semaine officiellement,quelle est la duree du traitement des dossiers d un pret actuellement a la sgci,29-04-2025,Soro Soro
05-11-2024,Alain Digbeu,OLBCI,1 semaine si ya convention entre la sgci et ton entreprise.,quelle est la duree du traitement des dossiers d un pret actuellement a la sgci,29-04-2025,Soro Soro
04-11-2025,Bakayoko Halassane,OLBCI,Pour un prêt de consommation à la Bicici après la signature il faut combien de temps pour que le prêt soit soit positionné,quelle est la duree du traitement des dossiers d un pret actuellement a la sgci,29-04-2025,Soro Soro
05-11-2024,Russe Officier,OLBCI,Moi j'attends ma clôture de compte depuis le premier février demain ça va trois mois toujours rien je ne comprends plus rien,quelle est la duree du traitement des dossiers d un pret actuellement a la sgci,29-04-2025,Soro Soro
05-11-2024,Peladoh Ismael Wassire,OLBCI,"Un soro est un rebelle, donc après 2025 on va étudier ton dossier de prêt. Ne venez pas déstabiliser notre beau pays avec rébellion des soro. Hon hon",quelle est la duree du traitement des dossiers d un pret actuellement a la sgci,29-04-2025,Soro Soro
05-11-2024,Rajul Madiya,OLBCI,Mois d'un mois,quelle est la duree du traitement des dossiers d un pret actuellement a la sgci,29-04-2025,Soro Soro
05-11-2025,Ton Banquier en ligne,OLBCI,Essayez d’avoir le mail aussi pour laisser des mails quand vous n’avez pas de réponse aux appels.,bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,05-11-2025,"Valerie Hien
se sent en colère."
05-11-2025,Jacques Adou,OLBCI,"Ton Banquier en ligne
c'est pareil",bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,05-11-2025,"Valerie Hien
se sent en colère."
05-11-2025,Paul Ehi,OLBCI,C'est leur travail. Je suis à cette banque depuis trois ans mais je n'ai plus mis pieds là-bas ca fait maintenant 1 ans. Au début quand elle t'enregistre faut pas la voir faire semblant,bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,05-11-2025,"Valerie Hien
se sent en colère."
05-11-2025,Paul Ehi,OLBCI,Et je sais même de qui tu parles,bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,05-11-2025,"Valerie Hien
se sent en colère."
05-11-2025,Eric Berte,OLBCI,"Moi ma gestionnaire tu l'appelles elle décroche,le jour elle décroche pas elle te rappelle après. Elle c'est Madame TOUALY ASSEU de la SOCGEN 2 Plateaux. J'ai voulu quittr cette banque mais sa disponibilité a fait que je suis resté. Les gestionnaires doivent savoir qu'elles sont comme nos médecins, toujours disponibles pour les urgences.",bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,05-11-2025,"Valerie Hien
se sent en colère."
05-11-2025,Kf Heaven S'ran,OLBCI,Franchement je penses que c'est fait exprès un autre aussi à l'intérieur en fait pareil.,bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,05-11-2025,"Valerie Hien
se sent en colère."
05-11-2025,Kf Heaven S'ran,OLBCI,En plus il est très souriant.,bonsoir a tous svp jaimerais savoir si cest interdit au gestionnaire de compte de la generale de figayo yopougon de decrocher un appel dun client quand il ou elle est au bureau je demande parce que toutes les fois ou jai essaye de joindre ma gestionnaire ont ete vain je me suis meme rendu a son bureau elle ma remis sa carte mais difficile pour elle de decrocher lappel la raison je ne sais pas besoin declairer ma lanterne svp merci ps jen parle ici parce que cest son habitude,05-11-2025,"Valerie Hien
se sent en colère."
